Nome da UC,Esfera Administrativa,Sigla Orgão Gestor,Situação,Categorias de Manejo,Código CNUC
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BAIXA GRANDE,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.3946
ÁREA DE PROTEÇÃO AMBIENTAL RESERVA ECOLÓGICA VAU AÇU,Municipal,SEMAM,Ativo,Área de Proteção Ambiental,5210.31.3627
PARQUE NATURAL MUNICIPAL TANCREDO NEVES - PASSA CINCO,Municipal,SEMAM,Ativo,Parque,5210.31.2858
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA FRAGALHA,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2393
REFÚGIO DE VIDA SILVESTRE SERRA DO GIZ,Estadual,CPRH,Ativo,Refúgio de Vida Silvestre,0000.26.3944
REFÚGIO DE VIDA SILVESTRE DA MATA SECA,Estadual,IBRAM,Ativo,Refúgio de Vida Silvestre,0000.53.3179
MONUMENTO NATURAL MUNICIPAL DA PEDRA DO COLÉGIO,Municipal, ,Ativo,Monumento Natural,0080.33.2012
PARQUE NATURAL MUNICIPAL DO MACIÇO DA COSTEIRA,Municipal,PMF,Ativo,Parque,0540.42.1841
MONUMENTO NATURAL MORRO CHICO MENDES,Municipal,PMOPO,Ativo,Monumento Natural,0015.11.3151
ÁREA DE PROTEÇÃO AMBIENTAL TORRE DE PEDRA,Municipal,SEDUCE,Ativo,Área de Proteção Ambiental,1290.52.3915
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO DO SÍTIO I,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3933
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO DAS TRAÍRAS,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2391
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO DA ONÇA,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2390
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÉLULAS VERDES,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2388
RESERVA PARTICULAR DO PATRIMÔNIO CARLOS SILVÉRIO DA ROCHA DE PROTEÇÃO AO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3932
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAPOEIRA DO BOI,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3931
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAPÃO DAS ÉGUAS,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3930
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANOA VALE DOS IPÊS,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3929
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAMPINA,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2387
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAMBUÍ VELHO,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2385
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAMBRAIA,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3918
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DO TOMBO,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2383
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DAS PEDRAS,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3916
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DA SUCUPIRA,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2382
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BERÇO DE FURNAS,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2379
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTO ANTÔNIO,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.3902
MONUMENTO NATURAL MUNICIPAL PEDRA DO MONJOLO,Municipal,PMBG,Ativo,Monumento Natural,0080.32.3910
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BUGIOS DA BOA ESPERANÇA,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.3909
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RILDO DE OLIVEIRA GOMES I,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.3908
ÁREA DE PROTEÇÃO AMBIENTAL INACIOLÂNDIA,Municipal,PMI,Ativo,Área de Proteção Ambiental,0993.52.3857
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASTOS DOS BOIS E PEDREGULHOS,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.3906
ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DA MARAPONGA,Municipal,SEUMA,Ativo,Área de Proteção Ambiental,0440.23.3900
PARQUE ESTADUAL DE ESPIGÃO ALTO,Estadual,SEMA,Ativo,Parque,0000.43.1019
PARQUE NATURAL MUNICIPAL CLAUDINO FRANCIO,Municipal,SAMMS,Ativo,Parque,0792.51.3775
RESERVA BIOLÓGICA ESTADUAL MATA PALUDOSA,Estadual,SEMA,Ativo,Reserva Biológica,0000.43.2008
RESERVA BIOLÓGICA DO SÃO DONATO,Estadual,SEMA,Ativo,Reserva Biológica,0000.43.2009
RESERVA BIOLÓGICA DO MATO GRANDE,Estadual,SEMA,Ativo,Reserva Biológica,0000.43.1993
RESERVA BIOLÓGICA DO IBIRAPUITÃ,Estadual,SEMA,Ativo,Reserva Biológica,0000.43.2007
PARQUE ESTADUAL DO PODOCARPUS,Estadual,SEMA,Ativo,Parque,0000.43.2003
PARQUE ESTADUAL DO IBITIRIÁ,Estadual,SEMA,Ativo,Parque,0000.43.2001
RESERVA BIOLÓGICA DA SERRA GERAL,Estadual,SEMA,Ativo,Reserva Biológica,0000.43.2010
ÁREA DE PROTEÇÃO AMBIENTAL ROTA DO SOL,Estadual,SEMA,Ativo,Área de Proteção Ambiental,0000.43.1996
ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DELTA DO JACUÍ,Estadual,SEMA,Ativo,Área de Proteção Ambiental,0000.43.1987
PARQUE ESTADUAL DE ITAPUÃ,Estadual,SEMA,Ativo,Parque,0000.43.1994
ESTAÇÃO ECOLÓGICA ESTADUAL ARATINGA,Estadual,SEMA,Ativo,Estação Ecológica,0000.43.1995
ÁREA DE PROTEÇÃO AMBIENTAL VALE DO RIO MANSO,Municipal,SMAA,Ativo,Área de Proteção Ambiental,0830.52.3878
REFÚGIO DE VIDA SILVESTRE BANHADO DOS PACHECOS,Estadual,SEMA,Ativo,Refúgio de Vida Silvestre,0000.43.2006
PARQUE ESTADUAL QUARTA COLÔNIA,Estadual,SEMA,Ativo,Parque,0000.43.2004
PARQUE ESTADUAL DO TURVO,Estadual,SEMA,Ativo,Parque,0000.43.1018
PARQUE ESTADUAL DO TAINHAS,Estadual,SEMA,Ativo,Parque,0000.43.2005
PARQUE ESTADUAL DO PAPAGAIO-CHARÃO,Estadual,SEMA,Ativo,Parque,0000.43.2002
PARQUE ESTADUAL DO ESPINILHO,Estadual,SEMA,Ativo,Parque,0000.43.1020
PARQUE ESTADUAL DO DELTA DO JACUÍ,Estadual,SEMA,Ativo,Parque,0000.43.2000
PARQUE ESTADUAL DE ITAPEVA,Estadual,SEMA,Ativo,Parque,0000.43.1863
PARQUE ESTADUAL ÁGUAS DA PRATA,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Parque,0000.35.0869
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA PEDRA BRANCA,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Área de Relevante Interesse Ecológico,0000.35.3731
MONUMENTO NATURAL MUNICIPAL DA LAGOA DO PERI,Municipal,PMF,Ativo,Monumento Natural,0540.42.1575
RESERVA BIOLÓGICA DO GUARÁ,Estadual,IBRAM,Ativo,Reserva Biológica,0000.53.1655
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BENJAMIM VICENTE PEREIRA,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3899
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BEM,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3898
MONUMENTO NATURAL DO CONJUNTO ESPELEOLÓGICO DO MORRO DA PEDREIRA,Estadual,IBRAM,Ativo,Monumento Natural,0000.53.1904
ARIE SANTUÁRIO DE VIDA SILVESTRE DO RIACHO FUNDO,Estadual,IBRAM,Ativo,Área de Relevante Interesse Ecológico,0000.53.1645
ARIE PARQUE JK,Estadual,IBRAM,Ativo,Área de Relevante Interesse Ecológico,0000.53.1642
ARIE DO CÓRREGO CABECEIRA DO VALO,Estadual,IBRAM,Ativo,Área de Relevante Interesse Ecológico,0000.53.1652
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AVE LAVRINHA I,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3896
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AVE LAVRINHA,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2378
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARIZONA,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2377
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ANTÔNIO LOPES MERSON,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2375
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ANGLOGOLD ASHANTI - CUIABÁ,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3817
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ANGICO,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3895
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ANA HELENA,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3894
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO SERENO,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3893
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DO PALACIO,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2371
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO RIO GRANDE,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2374
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA BOA VISTA II,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2370
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Área de Proteção Ambiental,0000.35.3887
ESTAÇÃO ECOLÓGICA MUNICIPAL GUARANI,Municipal,SMMA,Ativo,Estação Ecológica,4340.35.3892
APA PIRACICABA JUQUERÍ-MIRIM AREA II,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Área de Proteção Ambiental,0000.35.1708
APA PIRACICABA JUQUERI MIRIM ÁREA I,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Área de Proteção Ambiental,0000.35.1974
PARQUE ESTADUAL DA ARA,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Parque,0000.35.0913
REFÚGIO DE VIDA SILVESTRE AIMORÉS,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Refúgio de Vida Silvestre,0000.35.3891
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Área de Relevante Interesse Ecológico,0000.35.3889
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL COPAÍBA,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Reserva Particular do Patrimônio Natural,0000.35.3890
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALDEIA,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.2369
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALBERT SCHARLE,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3886
RESERVA BIOLÓGICA DO RIO DESCOBERTO,Estadual,IBRAM,Ativo,Reserva Biológica,0000.53.1657
ARIE DO TORTO,Estadual,IBRAM,Ativo,Área de Relevante Interesse Ecológico,0000.53.1768
ARIE PARANOÁ SUL,Estadual,IBRAM,Ativo,Área de Relevante Interesse Ecológico,0000.53.1649
RESERVA BIOLÓGICA DO CERRADÃO,Estadual,IBRAM,Ativo,Reserva Biológica,0000.53.1647
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DAS PEDRAS,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Reserva Particular do Patrimônio Natural,0000.35.3884
ARIE CRULS,Estadual,IBRAM,Ativo,Área de Relevante Interesse Ecológico,0000.53.1658
ARIE DOM BOSCO,Estadual,IBRAM,Ativo,Área de Relevante Interesse Ecológico,0000.53.1648
ARIE DO CÓRREGO MATO GRANDE,Estadual,IBRAM,Ativo,Área de Relevante Interesse Ecológico,0000.53.1650
ARIE DA GRANJA DO IPÊ,Estadual,IBRAM,Ativo,Área de Relevante Interesse Ecológico,0000.53.1644
ARIE DA VILA ESTRUTURAL,Estadual,IBRAM,Ativo,Área de Relevante Interesse Ecológico,0000.53.1651
RESERVA BIOLÓGICA DO GAMA,Estadual,IBRAM,Ativo,Reserva Biológica,0000.53.1656
PARQUE DISTRITAL SALTO DO TORORÓ,Estadual,IBRAM,Ativo,Parque,0000.53.3178
MONUMENTO NATURAL MUNICIPAL DA PEDRA DE INOÃ,Municipal,SMAM,Ativo,Monumento Natural,0270.33.3502
PARQUE ESTADUAL DO RIO VERMELHO,Estadual,IMA,Ativo,Parque,0000.42.1844
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA CRISTINA,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.3882
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PINDOBA,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.3881
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO D'ÁGUA,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.3880
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOCA DO RIO,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.3879
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL 07 DE OUTUBRO,Estadual,IEF,Ativo,Reserva Particular do Patrimônio Natural,0000.31.3877
PARQUE ESTADUAL DE SAGARANA,Estadual,IEF,Ativo,Parque,0000.31.0417
PARQUE ESTADUAL SERRA NOVA E TALHADO,Estadual,IEF,Ativo,Parque,0000.31.0888
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DA BOCAINA,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Reserva Particular do Patrimônio Natural,0000.35.3876
MONUMENTO NATURAL ESTADUAL DA SERRA DA BELEZA,Estadual,INEA,Ativo,Monumento Natural,0000.33.3547
REFÚGIO DE VIDA SILVESTRE ESTADUAL DO MÉDIO PARAÍBA,Estadual,INEA,Ativo,Refúgio de Vida Silvestre,0000.33.3549
REFÚGIO DE VIDA SILVESTRE ESTADUAL DA LAGOA DA TURFEIRA,Estadual,INEA,Ativo,Refúgio de Vida Silvestre,0000.33.3550
PARQUE ESTADUAL DO MENDANHA,Estadual,INEA,Ativo,Parque,0000.33.2904
PARQUE ESTADUAL DA LAGOA DO AÇU,Estadual,INEA,Ativo,Parque,0000.33.2721
PARQUE ESTADUAL DA PEDRA SELADA,Estadual,INEA,Ativo,Parque,0000.33.2722
PARQUE ESTADUAL CUNHAMBEBE,Estadual,INEA,Ativo,Parque,0000.33.1620
PARQUE ESTADUAL DA SERRA DA CONCÓRDIA,Estadual,INEA,Ativo,Parque,0000.33.1480
PARQUE ESTADUAL DOS TRÊS PICOS,Estadual,INEA,Ativo,Parque,0000.33.1485
PARQUE ESTADUAL DA SERRA DA TIRIRICA,Estadual,INEA,Ativo,Parque,0000.33.1476
RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL,Estadual,INEA,Ativo,Reserva Biológica,0000.33.0728
RESERVA BIOLÓGICA DE ARARAS,Estadual,INEA,Ativo,Reserva Biológica,0000.33.1483
PARQUE ESTADUAL DA PEDRA BRANCA,Estadual,INEA,Ativo,Parque,0000.33.1478
RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA,Estadual,INEA,Ativo,Reserva Biológica,0000.33.1482
PARQUE ESTADUAL DA ILHA GRANDE,Estadual,INEA,Ativo,Parque,0000.33.1477
PARQUE ESTADUAL DO DESENGANO,Estadual,INEA,Ativo,Parque,0000.33.1479
FLORESTA ESTADUAL JOSÉ ZAGO,Estadual,INEA,Ativo,Floresta,0000.33.3831
RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO AVENTUREIRO,Estadual,INEA,Ativo,Reserva de Desenvolvimento Sustentável,0000.33.0723
ÁREA DE PROTEÇÃO AMBIENTAL DO ALTO IGUAÇU,Estadual,INEA,Ativo,Área de Proteção Ambiental,0000.33.2805
RESERVA EXTRATIVISTA MARINHA DE ITAIPU,Estadual,INEA,Ativo,Reserva Extrativista,0000.33.2981
AREA DE PROTEÇÃO AMBIENTAL DO RIO GUANDU,Estadual,INEA,Ativo,Área de Proteção Ambiental,0000.33.1512
ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA,Estadual,INEA,Ativo,Área de Proteção Ambiental,0000.33.0735
ÁREA DE PROTEÇÃO AMBIENTAL DE SEPETIBA II,Estadual,INEA,Ativo,Área de Proteção Ambiental,0000.33.1837
ÁREA DE PROTECAO AMBIENTAL MUNICIPAL PIRACANJUBINHA,Municipal,PMGG,Ativo,Área de Proteção Ambiental,0815.52.3865
ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,Estadual,INEA,Ativo,Área de Proteção Ambiental,0000.33.0737
ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,Estadual,INEA,Ativo,Área de Proteção Ambiental,0000.33.0738
ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA,Estadual,INEA,Ativo,Área de Proteção Ambiental,0000.33.0726
ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ,Estadual,INEA,Ativo,Área de Proteção Ambiental,0000.33.0729
ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS,Estadual,INEA,Ativo,Área de Proteção Ambiental,0000.33.0731
PARQUE NATURAL MUNICIPAL DOS PÁSSAROS,Municipal,SEMAP,Ativo,Parque,0452.33.2552
ÁREA DE PROTEÇÃO AMBIENTAL PARQUE FERNÃO DIAS,Estadual,IEF,Ativo,Área de Proteção Ambiental,0000.31.3873
PARQUE MUNICIPAL ARIQUEMES,Municipal,SEMA,Ativo,Parque,0002.11.3871
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL APOLINÁRIO,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.3869
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALDEIA VERDE,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.1607
PARQUE ESTADUAL DE BOTUMIRIM,Estadual,IEF,Ativo,Parque,0000.31.3866
PARQUE NATURAL MUNICIPAL DA LAGOA DO PEREQUÊ,Municipal,FAMAP,Ativo,Parque,1350.42.3626
PARQUE ESTADUAL SERRA NEGRA DA MANTIQUEIRA,Estadual,IEF,Ativo,Parque,0000.31.3808
ÁREA DE PROTEÇÃO AMBIENTAL PANAMÁ,Municipal,SMMAPN,Ativo,Área de Proteção Ambiental,1600.52.3860
ÁREA DE PROTEÇÃO AMBIENTAL FAZENDA PRIMAVERA,Municipal,SMMASB,Ativo,Área de Proteção Ambiental,1910.52.3858
ÁREA DE PROTEÇÃO AMBIENTAL PALMELO,Municipal,SEMA,Ativo,Área de Proteção Ambiental,1580.52.3856
ÁREA DE PROTEÇÃO AMBIENTAL MINAÇU,Municipal,SEMA,Ativo,Área de Proteção Ambiental,1308.52.3849
PARQUE NATURAL MUNICIPAL BOSQUE CENTENARIO,Municipal,PMSDP,Ativo,Parque,6100.31.3862
ÁREA DE PROTEÇÃO AMBIENTAL BAÍA NEGRA,Municipal,FMADR,Ativo,Área de Proteção Ambiental,0520.50.3861
ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DA ÁRVORE BONITA,Municipal,SMAT-PMD,Ativo,Área de Proteção Ambiental,2200.31.2837
PARQUE NATURAL MUNICIPAL VOÇOROCA DO LAR DOS IDOSOS,Municipal,PMN,Ativo,Parque,4450.31.3852
ESTAÇÃO ECOLÓGICA DO PAU BRASIL,Estadual,SUDEMA,Ativo,Estação Ecológica,0000.25.2331
PARQUE NATURAL MUNICIPAL VOÇOROCA DO CÓRREGO DO CRAVO,Municipal,PMN,Ativo,Parque,4450.31.3850
PARQUE NATURAL MUNICIPAL ZABELE,Municipal,COMDEMA,Ativo,Parque,2840.29.3797
ÁREA DE PROTEÇÃO AMBIENTAL DE TAMBABA,Estadual,SUDEMA,Ativo,Área de Proteção Ambiental,0000.25.0490
PARQUE ESTADUAL MATA DO XEM-XÉM,Estadual,SUDEMA,Ativo,Parque,0000.25.0488
MONUMENTO NATURAL MUNICIPAL FALÉSIAS DE MARATAÍZES,Municipal,SEMMA,Ativo,Monumento Natural,0332.32.2879
PARQUE ESTADUAL DA PEDRA DA BOCA,Estadual,SUDEMA,Ativo,Parque,0000.25.0483
ÁREA DE PROTEÇÃO AMBIENTAL DO CARIRI,Estadual,SUDEMA,Ativo,Área de Proteção Ambiental,0000.25.0902
PARQUE ESTADUAL DAS TRILHAS,Estadual,SUDEMA,Ativo,Parque,0000.25.3802
ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA,Municipal,PMI,Ativo,Área de Proteção Ambiental,3170.31.3168
PARQUE NACIONAL MARINHO DOS ABROLHOS,Federal,ICMBio,Ativo,Parque,0000.00.0185
PARQUE NATURAL MUNICIPAL DO ALTO RIO DO TANQUE,Municipal,PMI,Ativo,Parque,3170.31.2011
FLORESTA ESTADUAL DE GUARULHOS,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Floresta,0000.35.2700
PARQUE NACIONAL DO ALTO CARIRI,Federal,ICMBio,Ativo,Parque,0000.00.1910
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA GANESHA,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.3840
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA CASA DO SOL,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.3839
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA TERRA QUE BRILHA,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.3838
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA LENDAS DO COIÓ,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.3837
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SERRA DO LUAR,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.3836
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA CANDEAL DO VALE,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.3835
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA RECANTO DOS PÁSSAROS,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.3834
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PLANALTO,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.2682
PARQUE NATURAL MUNICIPAL VALE DO ITAIM,Municipal,SMA,Ativo,Parque,5410.35.3833
PARQUE NATURAL MUNICIPAL SERRA DE SÃO MIGUEL,Municipal,FAMABI,Ativo,Parque,0230.42.3536
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL BARBA,Estadual,SEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.43.3753
PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Parque,0000.35.0826
PARQUE ESTADUAL INTERVALES,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Parque,0000.35.1676
ESTAÇÃO ECOLÓGICA DE XITUÉ,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Estação Ecológica,0000.35.0911
PARQUE ESTADUAL RESTINGA DE BERTIOGA,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Parque,0000.35.1964
ESTAÇÃO ECOLÓGICA DE ITAPETI,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Estação Ecológica,0000.35.0910
MONUMENTO NATURAL ESTADUAL DA PEDRA GRANDE,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Monumento Natural,0000.35.1967
PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Parque,0000.35.0834
PARQUE ESTADUAL DE ITABERABA,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Parque,0000.35.1966
PARQUE ESTADUAL DE ITAPETINGA,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Parque,0000.35.1965
ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,Municipal,PMI,Ativo,Área de Proteção Ambiental,3170.31.3170
PARQUE NATURAL MUNICIPAL ELCI ROLLA GUERRA,Municipal,PMSDP,Ativo,Parque,6100.31.3028
ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA CAMBRAIA,Municipal,SMAAS,Ativo,Área de Proteção Ambiental,0555.33.3689
ÁREA DE PROTEÇÃO AMBIENTAL ÁGUA SANTA DE MINAS,Municipal,SAMA,Ativo,Área de Proteção Ambiental,6920.31.1527
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TOBOGÃ,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.1608
PARQUE NATURAL MUNICIPAL DE BOM JARDIM,Municipal,PMBJ,Ativo,Parque,0050.33.3824
PARQUE NATURAL MUNICIPAL BANHADO DA IMPERATRIZ,Municipal,SEMMAM,Ativo,Parque,1870.43.1975
PARQUE NATURAL MUNICIPAL DA PEDREIRA DA ESTRADA DE FERRO,Municipal,SEMA,Ativo,Parque,0455.52.3827
ÁREA DE PROTEÇÃO AMBIENTAL DA BAÍA DE PARATY,Municipal,SMMA,Ativo,Área de Proteção Ambiental,0380.33.3524
PARQUE ESTADUAL DO SÍTIO DO RANGEDOR,Estadual,SEMA,Ativo,Parque,0000.21.1891
ÁREA DE PROTEÇÃO AMBIENTAL MARINHA RECIFES SERRAMBI,Estadual,CPRH,Ativo,Área de Proteção Ambiental,0000.26.3751
REFÚGIO DE VIDA SILVESTRE DO MOLHE LESTE,Municipal,PMSJN,Ativo,Refúgio de Vida Silvestre,1850.43.3207
FLORESTA NACIONAL DE PALMARES,Federal,ICMBio,Ativo,Floresta,0000.00.0102
PARQUE NATURAL MUNICIPAL ELI BASTOS,Municipal,PMO,Ativo,Parque,1530.52.3820
